 ,Area,Mean,Min,Max,IntDen,RawIntDen
1,1.376,43.159,0,191,59.369,307767
2,1.556,38.151,0,143,59.353,307688
3,1.546,41.830,0,191,64.682,335310
4,1.336,43.190,0,228,57.687,299048
5,1.271,41.367,0,191,52.595,272652
6,0.299,24.606,0,119,7.348,38090
