 ,Area,Mean,Min,Max,IntDen,RawIntDen
1,3.696,17.809,0,214,65.814,341182
2,3.253,22.426,0,214,72.963,378239
3,3.405,13.141,0,179,44.737,231918
4,2.33,25.378,0,253,59.127,306516
5,1.729,23.786,0,253,41.116,213143
1,0.789,3.486,0,95,2.752,14264
