 ,Area,Mean,Min,Max,IntDen,RawIntDen
1,2.535,66.286,0,241,168.016,870993.000
2,2.193,43.918,0,167,96.324,499345.000
3,1.573,69.040,0,255,108.634,563157.000
4,1.748,49.199,0,191,85.984,445740.000
5,1.760,53.886,0,217,94.861,491761.000
6,0.141,16.450,0,71,2.313,11992.000
