 ,Area,Mean,Min,Max,IntDen,RawIntDen
1,2.986,50.459,0,191,150.646,780951
2,3.466,56.322,0,204,195.227,1012058
3,3.616,63.948,0,228,231.256,1198831
4,3.223,64.684,0,204,208.464,1080676
5,3.019,50.168,0,191,151.461,785176
6,0.245,14.118,0,71,3.464,17958
