 ,Area,Mean,Min,Max,IntDen,RawIntDen
1,4.201,18.83,0,214,79.112,410115
2,4.515,21.828,0,253,98.552,510895
3,7.433,25.326,0,253,188.248,975880
4,3.527,19.521,0,214,68.844,356888
5,4.766,20.546,0,253,97.912,507578
1,0.524,2.177,0,95,1.14,5911
