 ,Area,Mean,Min,Max,IntDen,RawIntDen
1,2.731,71.352,0,228,194.897,1010347.000
2,2.652,56.699,0,215,150.377,779555.000
3,2.730,67.971,0,228,185.584,962065.000
4,2.579,51.279,0,180,132.263,685652.000
5,1.963,57.192,0,204,112.276,582038.000
6,0.164,18.501,0,95,3.041,15763.000
