 ,Area,Mean,Min,Max,IntDen,RawIntDen
1,2.922,80.074,0,255,233.966,1212882.000
2,3.703,76.085,0,255,281.710,1460385.000
3,1.732,73.599,0,241,127.478,660846.000
4,2.034,56.194,0,241,114.307,592569.000
5,2.438,79.061,0,228,192.710,999011.000
6,0.224,15.151,0,84,3.393,17590.000
