 ,Area,Mean,Min,Max,IntDen,RawIntDen
1,1.783,41.106,0,167,73.291,379943
2,1.616,40.797,0,156,65.941,341840
3,1.553,49.012,0,215,76.118,394596
4,1.348,39.127,0,167,52.758,273495
5,1.384,34.971,0,167,48.389,250846
6,0.184,22.125,0,71,4.072,21107
