 ,Area,Mean,Min,Max,IntDen,RawIntDen
1,2.464,83.418,0,241,205.552,1065580.000
2,1.773,60.446,0,228,107.179,555616.000
3,2.636,64.221,0,217,169.298,877639.000
4,2.505,57.763,0,241,144.697,750109.000
5,1.334,58.399,0,215,77.932,404002.000
6,0.163,21.086,0,95,3.441,17839.000
