 ,Area,Mean,Min,Max,IntDen,RawIntDen
1,1.843,53.063,0,204,97.773,506855
2,2.251,46.672,0,180,105.066,544662
3,2.786,35.895,0,167,100.021,518509
4,1.689,55.334,0,228,93.439,484390
5,1.373,50.882,0,215,69.874,362227
6,0.182,28.516,0,95,5.182,26862
